Country Name,Country Code,Year,Population
Switzerland,CHE,1974,6341405.0
Channel Islands,CHI,1974,127893.0
Chile,CHL,1974,10505817.0
China,CHN,1974,900350000.0
Cote d'Ivoire,CIV,1974,6474057.0
Cameroon,CMR,1974,7193583.0
"Congo, Dem. Rep.",COD,1974,22418878.0
"Congo, Rep.",COG,1974,1582301.0
Colombia,COL,1974,22833469.0
Comoros,COM,1974,278075.0
Cabo Verde,CPV,1974,302570.0
Costa Rica,CRI,1974,2039643.0
Caribbean small states,CSS,1974,3242803.0
Cuba,CUB,1974,9374183.0
Curacao,CUW,1974,148351.0
Cayman Islands,CYM,1974,13114.0
Cyprus,CYP,1974,663254.0
Czechia,CZE,1974,9988459.0
Germany,DEU,1974,78967433.0
Djibouti,DJI,1974,192613.0
Dominica,DMA,1974,71091.0
Denmark,DNK,1974,5045297.0
Dominican Republic,DOM,1974,4914197.0
Algeria,DZA,1974,15133502.0
East Asia & Pacific (excluding high income),EAP,1974,1228688547.0
Early-demographic dividend,EAR,1974,1373219822.0
East Asia & Pacific,EAS,1974,1413496627.0
Europe & Central Asia (excluding high income),ECA,1974,166121814.0
Europe & Central Asia,ECS,1974,762546552.0
Ecuador,ECU,1974,6918573.0
"Egypt, Arab Rep.",EGY,1974,37969667.0
Euro area,EMU,1974,299065145.0
Eritrea,ERI,1974,1375688.0
Spain,ESP,1974,35373335.0
Estonia,EST,1974,1418169.0
Ethiopia,ETH,1974,30957273.0
European Union,EUU,1974,396124649.0
Fragile and conflict affected situations,FCS,1974,335724633.0
Finland,FIN,1974,4690574.0
Fiji,FJI,1974,567489.0
France,FRA,1974,53746571.0
Faroe Islands,FRO,1974,40106.0
"Micronesia, Fed. Sts.",FSM,1974,65749.0
Gabon,GAB,1974,647691.0
United Kingdom,GBR,1974,56229974.0
Georgia,GEO,1974,4279500.0
Ghana,GHA,1974,10000523.0
Gibraltar,GIB,1974,27755.0
Guinea,GIN,1974,4580510.0
"Gambia, The",GMB,1974,589085.0
Guinea-Bissau,GNB,1974,613338.0
Equatorial Guinea,GNQ,1974,294953.0
Greece,GRC,1974,8962022.0
Grenada,GRD,1974,98486.0
Greenland,GRL,1974,49500.0
Guatemala,GTM,1974,5981197.0
Guam,GUM,1974,96939.0
Guyana,GUY,1974,738057.0
High income,HIC,1974,1051440406.0
"Hong Kong SAR, China",HKG,1974,4377800.0
Honduras,HND,1974,3099836.0
Heavily indebted poor countries (HIPC),HPC,1974,235791936.0
Croatia,HRV,1974,4490660.0
Haiti,HTI,1974,5001796.0
Hungary,HUN,1974,10478720.0
IBRD only,IBD,1974,2561343989.0
IDA & IBRD total,IBT,1974,3130418531.0
IDA total,IDA,1974,569074542.0
IDA blend,IDB,1974,182138604.0
Indonesia,IDN,1974,128555045.0
IDA only,IDX,1974,386935938.0
Isle of Man,IMN,1974,59139.0
India,IND,1974,597041391.0
Ireland,IRL,1974,3137500.0
"Iran, Islamic Rep.",IRN,1974,32796463.0
Iraq,IRQ,1974,11167761.0
Iceland,ISL,1974,215209.0
Israel,ISR,1974,3377000.0
Italy,ITA,1974,55110868.0
Jamaica,JAM,1974,1990906.0
Jordan,JOR,1974,1839182.0
Japan,JPN,1974,110162000.0
Kazakhstan,KAZ,1974,13454570.0
Kenya,KEN,1974,13070078.0
Kyrgyz Republic,KGZ,1974,3223900.0
Cambodia,KHM,1974,6783240.0
Kiribati,KIR,1974,61219.0
St. Kitts and Nevis,KNA,1974,43738.0
"Korea, Rep.",KOR,1974,34692266.0
Kuwait,KWT,1974,1038346.0
Latin America & Caribbean (excluding high income),LAC,1974,278251796.0
Lao PDR,LAO,1974,2939761.0
Lebanon,LBN,1974,2635185.0
Liberia,LBR,1974,1626362.0
Libya,LBY,1974,2432211.0
St. Lucia,LCA,1974,109076.0
Latin America & Caribbean,LCN,1974,313798324.0
Least developed countries: UN classification,LDC,1974,348044659.0
Low income,LIC,1974,163605392.0
Liechtenstein,LIE,1974,23451.0
Sri Lanka,LKA,1974,13305693.0
Lower middle income,LMC,1974,1147885460.0
Low & middle income,LMY,1974,2892061210.0
Lesotho,LSO,1974,1172420.0
Late-demographic dividend,LTE,1974,1452919554.0
Lithuania,LTU,1974,3273894.0
Luxembourg,LUX,1974,355050.0
Latvia,LVA,1974,2437186.0
"Macao SAR, China",MAC,1974,240550.0
St. Martin (French part),MAF,1974,6801.0
Morocco,MAR,1974,16733842.0
Monaco,MCO,1974,25235.0
Moldova,MDA,1974,2538164.0
Madagascar,MDG,1974,7509726.0
Maldives,MDV,1974,138978.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1974,232392106.0
Mexico,MEX,1974,57320149.0
Marshall Islands,MHL,1974,25296.0
Middle income,MIC,1974,2728455818.0
North Macedonia,MKD,1974,1770545.0
Mali,MLI,1974,6715436.0
Malta,MLT,1974,301996.0
Myanmar,MMR,1974,29598167.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1974,221668657.0
Montenegro,MNE,1974,538902.0
Mongolia,MNG,1974,1446050.0
Northern Mariana Islands,MNP,1974,14655.0
Mozambique,MOZ,1974,9236093.0
Mauritania,MRT,1974,1240188.0
Mauritius,MUS,1974,878042.0
Malawi,MWI,1974,5141337.0
Malaysia,MYS,1974,11200906.0
North America,NAC,1974,236715025.0
Namibia,NAM,1974,854320.0
New Caledonia,NCL,1974,131452.0
Niger,NER,1974,5174953.0
Nigeria,NGA,1974,61679144.0
Nicaragua,NIC,1974,2732075.0
Netherlands,NLD,1974,13545056.0
Norway,NOR,1974,3985258.0
Nepal,NPL,1974,13568435.0
Nauru,NRU,1974,6923.0
New Zealand,NZL,1974,3023700.0
OECD members,OED,1974,962281658.0
Oman,OMN,1974,746988.0
Other small states,OSS,1974,6679456.0
Pakistan,PAK,1974,67415487.0
Panama,PAN,1974,1687926.0
Peru,PER,1974,14956552.0
Philippines,PHL,1974,41174341.0
Palau,PLW,1974,12687.0
Papua New Guinea,PNG,1974,2752671.0
Poland,POL,1974,33678899.0
Pre-demographic dividend,PRE,1974,270820390.0
Puerto Rico (US),PRI,1974,2939299.0
"Korea, Dem. People's Rep.",PRK,1974,16673121.0
Portugal,PRT,1974,8754365.0
Paraguay,PRY,1974,2625621.0
West Bank and Gaza,PSE,1974,
Pacific island small states,PSS,1974,1277600.0
Post-demographic dividend,PST,1974,872247955.0
French Polynesia,PYF,1974,129960.0
Qatar,QAT,1974,177362.0
Romania,ROU,1974,21029429.0
Russian Federation,RUS,1974,133432000.0
Rwanda,RWA,1974,4474228.0
South Asia,SAS,1974,700247383.0
Saudi Arabia,SAU,1974,4323632.0
Sudan,SDN,1974,13580723.0
Senegal,SEN,1974,5029437.0
Singapore,SGP,1974,2229800.0
Solomon Islands,SLB,1974,195041.0
Sierra Leone,SLE,1974,2920459.0
El Salvador,SLV,1974,4029671.0
San Marino,SMR,1974,19030.0
Somalia,SOM,1974,4151842.0
Serbia,SRB,1974,7326043.0
Sub-Saharan Africa (excluding high income),SSA,1974,297083013.0
South Sudan,SSD,1974,3723259.0
Sub-Saharan Africa,SSF,1974,328098223.0
Small states,SST,1974,11199859.0
Sao Tome and Principe,STP,1974,84672.0
Suriname,SUR,1974,393676.0
Slovak Republic,SVK,1974,4689623.0
Slovenia,SVN,1974,1776132.0
Sweden,SWE,1974,8159955.0
Eswatini,SWZ,1974,492988.0
Sint Maarten (Dutch part),SXM,1974,8492.0
Seychelles,SYC,1974,57937.0
Syrian Arab Republic,SYR,1974,7302160.0
Turks and Caicos Islands,TCA,1974,6273.0
Chad,TCD,1974,4078356.0
East Asia & Pacific (IDA & IBRD countries),TEA,1974,1212035036.0
Europe & Central Asia (IDA & IBRD countries),TEC,1974,367431547.0
Togo,TGO,1974,2511760.0
Thailand,THA,1974,39952891.0
Tajikistan,TJK,1974,3324499.0
Turkmenistan,TKM,1974,2432028.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,300937685.0
Timor-Leste,TLS,1974,590827.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1974,221668657.0
Tonga,TON,1974,90683.0
South Asia (IDA & IBRD),TSA,1974,700247383.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1974,328098223.0
Trinidad and Tobago,TTO,1974,1040761.0
Tunisia,TUN,1974,5684674.0
Turkiye,TUR,1974,40210234.0
Tuvalu,TUV,1974,5822.0
Tanzania,TZA,1974,15561630.0
Uganda,UGA,1974,11424846.0
Ukraine,UKR,1974,48576570.0
Upper middle income,UMC,1974,1580570358.0
Uruguay,URY,1974,2853944.0
United States,USA,1974,213854000.0
Uzbekistan,UZB,1974,13209011.0
St. Vincent and the Grenadines,VCT,1974,99556.0
"Venezuela, RB",VEN,1974,12835351.0
British Virgin Islands,VGB,1974,10494.0
Virgin Islands (U.S.),VIR,1974,89941.0
Viet Nam,VNM,1974,45413537.0
Vanuatu,VUT,1974,97260.0
World,WLD,1974,3987294240.0
Samoa,WSM,1974,149431.0
Kosovo,XKX,1974,1363123.0
"Yemen, Rep.",YEM,1974,7896783.0
South Africa,ZAF,1974,24989108.0
Zambia,ZMB,1974,4842746.0
Zimbabwe,ZWE,1974,5908328.0
Aruba,ABW,1975,58295.0
Africa Eastern and Southern,AFE,1975,198914573.0
Afghanistan,AFG,1975,12773954.0
Africa Western and Central,AFW,1975,138569918.0
Angola,AGO,1975,6842947.0
Albania,ALB,1975,2404831.0
Andorra,AND,1975,27773.0
Arab World,ARB,1975,139495837.0
United Arab Emirates,ARE,1975,542856.0
Argentina,ARG,1975,25874107.0
Armenia,ARM,1975,2743660.0
American Samoa,ASM,1975,29390.0
Antigua and Barbuda,ATG,1975,63839.0
Australia,AUS,1975,13893000.0
Austria,AUT,1975,7578903.0
Azerbaijan,AZE,1975,5689050.0
Burundi,BDI,1975,3796612.0
Belgium,BEL,1975,9800700.0
Benin,BEN,1975,3445407.0
Burkina Faso,BFA,1975,6147569.0
Bangladesh,BGD,1975,77854351.0
Bulgaria,BGR,1975,8720742.0
Bahrain,BHR,1975,283243.0
"Bahamas, The",BHS,1975,209886.0
Bosnia and Herzegovina,BIH,1975,3965743.0
Belarus,BLR,1975,9367000.0
Belize,BLZ,1975,130387.0
Bermuda,BMU,1975,53129.0
Bolivia,BOL,1975,5137539.0
Brazil,BRA,1975,107619565.0
Barbados,BRB,1975,251175.0
Brunei Darussalam,BRN,1975,158070.0
Bhutan,BTN,1975,365791.0
Botswana,BWA,1975,720380.0
Central African Republic,CAF,1975,2313916.0
Canada,CAN,1975,23143275.0
Central Europe and the Baltics,CEB,1975,102860571.0
Switzerland,CHE,1975,6338632.0
Channel Islands,CHI,1975,128781.0
Chile,CHL,1975,10671559.0
China,CHN,1975,916395000.0
Cote d'Ivoire,CIV,1975,6776297.0
Cameroon,CMR,1975,7397120.0
"Congo, Dem. Rep.",COD,1975,23021101.0
"Congo, Rep.",COG,1975,1627032.0
Colombia,COL,1975,23344644.0
Comoros,COM,1975,287692.0
Cabo Verde,CPV,1975,305847.0
Costa Rica,CRI,1975,2092719.0
Caribbean small states,CSS,1975,3269733.0
Cuba,CUB,1975,9479726.0
Curacao,CUW,1975,149129.0
Cayman Islands,CYM,1975,13788.0
Cyprus,CYP,1975,659405.0
Czechia,CZE,1975,10058620.0
Germany,DEU,1975,78673554.0
Djibouti,DJI,1975,209908.0
Dominica,DMA,1975,71570.0
Denmark,DNK,1975,5059862.0
Dominican Republic,DOM,1975,5046776.0
Algeria,DZA,1975,15678596.0
East Asia & Pacific (excluding high income),EAP,1975,1252174248.0
Early-demographic dividend,EAR,1975,1407636737.0
East Asia & Pacific,EAS,1975,1439634332.0
Europe & Central Asia (excluding high income),ECA,1975,168594458.0
Europe & Central Asia,ECS,1975,768080678.0
Ecuador,ECU,1975,7118251.0
"Egypt, Arab Rep.",EGY,1975,38875327.0
Euro area,EMU,1975,300516726.0
Eritrea,ERI,1975,1408210.0
Spain,ESP,1975,35757900.0
Estonia,EST,1975,1429352.0
Ethiopia,ETH,1975,31723252.0
European Union,EUU,1975,398397694.0
Fragile and conflict affected situations,FCS,1975,343774977.0
Finland,FIN,1975,4711440.0
Fiji,FJI,1975,575906.0
France,FRA,1975,54002853.0
Faroe Islands,FRO,1975,40568.0
"Micronesia, Fed. Sts.",FSM,1975,67428.0
Gabon,GAB,1975,662197.0
United Kingdom,GBR,1975,56225800.0
Georgia,GEO,1975,4311200.0
Ghana,GHA,1975,10294308.0
Gibraltar,GIB,1975,27951.0
Guinea,GIN,1975,4653876.0
"Gambia, The",GMB,1975,606821.0
Guinea-Bissau,GNB,1975,650966.0
Equatorial Guinea,GNQ,1975,287901.0
Greece,GRC,1975,9046541.0
Grenada,GRD,1975,98126.0
Greenland,GRL,1975,49600.0
Guatemala,GTM,1975,6128731.0
Guam,GUM,1975,99057.0
Guyana,GUY,1975,745393.0
High income,HIC,1975,1060472674.0
"Hong Kong SAR, China",HKG,1975,4461600.0
Honduras,HND,1975,3193234.0
Heavily indebted poor countries (HIPC),HPC,1975,242344150.0
Croatia,HRV,1975,4512082.0
Haiti,HTI,1975,5099086.0
Hungary,HUN,1975,10540525.0
IBRD only,IBD,1975,2613194091.0
IDA & IBRD total,IBT,1975,3197494325.0
IDA total,IDA,1975,584300234.0
IDA blend,IDB,1975,187586058.0
Indonesia,IDN,1975,131843848.0
IDA only,IDX,1975,396714176.0
Isle of Man,IMN,1975,59959.0
India,IND,1975,611309535.0
Ireland,IRL,1975,3189550.0
"Iran, Islamic Rep.",IRN,1975,33802973.0
Iraq,IRQ,1975,11543639.0
Iceland,ISL,1975,217979.0
Israel,ISR,1975,3455000.0
Italy,ITA,1975,55441001.0
Jamaica,JAM,1975,2018981.0
Jordan,JOR,1975,1899055.0
Japan,JPN,1975,111573000.0
Kazakhstan,KAZ,1975,13700843.0
Kenya,KEN,1975,13511671.0
Kyrgyz Republic,KGZ,1975,3292400.0
Cambodia,KHM,1975,6581371.0
Kiribati,KIR,1975,60987.0
St. Kitts and Nevis,KNA,1975,43606.0
"Korea, Rep.",KOR,1975,35280725.0
Kuwait,KWT,1975,1104863.0
Latin America & Caribbean (excluding high income),LAC,1975,284908402.0
Lao PDR,LAO,1975,3005521.0
Lebanon,LBN,1975,2693191.0
Liberia,LBR,1975,1670913.0
Libya,LBY,1975,2571556.0
St. Lucia,LCA,1975,110725.0
Latin America & Caribbean,LCN,1975,321203546.0
Least developed countries: UN classification,LDC,1975,356845675.0
Low income,LIC,1975,167964187.0
Liechtenstein,LIE,1975,23846.0
Sri Lanka,LKA,1975,13548984.0
Lower middle income,LMC,1975,1176467266.0
Low & middle income,LMY,1975,2956658953.0
Lesotho,LSO,1975,1213643.0
Late-demographic dividend,LTE,1975,1478265786.0
Lithuania,LTU,1975,3301652.0
Luxembourg,LUX,1975,358950.0
Latvia,LVA,1975,2456130.0
"Macao SAR, China",MAC,1975,238200.0
St. Martin (French part),MAF,1975,7038.0
Morocco,MAR,1975,17150786.0
Monaco,MCO,1975,25500.0
Moldova,MDA,1975,2566998.0
Madagascar,MDG,1975,7739336.0
Maldives,MDV,1975,143158.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1975,239405806.0
Mexico,MEX,1975,58982400.0
Marshall Islands,MHL,1975,26154.0
Middle income,MIC,1975,2788694766.0
North Macedonia,MKD,1975,1797972.0
Mali,MLI,1975,6837261.0
Malta,MLT,1975,304222.0
Myanmar,MMR,1975,30176565.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1975,228187384.0
Montenegro,MNE,1975,546487.0
Mongolia,MNG,1975,1488296.0
Northern Mariana Islands,MNP,1975,15065.0
Mozambique,MOZ,1975,9540817.0
Mauritania,MRT,1975,1277330.0
Mauritius,MUS,1975,892000.0
Malawi,MWI,1975,5287367.0
Malaysia,MYS,1975,11471914.0
North America,NAC,1975,239169404.0
Namibia,NAM,1975,881032.0
New Caledonia,NCL,1975,137462.0
Niger,NER,1975,5317019.0
Nigeria,NGA,1975,63410815.0
Nicaragua,NIC,1975,2816943.0
Netherlands,NLD,1975,13666335.0
Norway,NOR,1975,4007313.0
Nepal,NPL,1975,13870695.0
Nauru,NRU,1975,6987.0
New Zealand,NZL,1975,3083100.0
OECD members,OED,1975,972242932.0
Oman,OMN,1975,778864.0
Other small states,OSS,1975,6790788.0
Pakistan,PAK,1975,69461175.0
Panama,PAN,1975,1732389.0
Peru,PER,1975,15333957.0
Philippines,PHL,1975,42120826.0
Palau,PLW,1975,12655.0
Papua New Guinea,PNG,1975,2814820.0
Poland,POL,1975,34015199.0
Pre-demographic dividend,PRE,1975,278656584.0
Puerto Rico (US),PRI,1975,2994000.0
"Korea, Dem. People's Rep.",PRK,1975,16971055.0
Portugal,PRT,1975,9093470.0
Paraguay,PRY,1975,2691648.0
West Bank and Gaza,PSE,1975,
Pacific island small states,PSS,1975,1303608.0
Post-demographic dividend,PST,1975,879088327.0
French Polynesia,PYF,1975,134045.0
Qatar,QAT,1975,193087.0
Romania,ROU,1975,21293583.0
Russian Federation,RUS,1975,134200000.0
Rwanda,RWA,1975,4607728.0
South Asia,SAS,1975,717092514.0
Saudi Arabia,SAU,1975,4556287.0
Sudan,SDN,1975,14064798.0
Senegal,SEN,1975,5170810.0
Singapore,SGP,1975,2262600.0
Solomon Islands,SLB,1975,200744.0
Sierra Leone,SLE,1975,2974657.0
El Salvador,SLV,1975,4120449.0
San Marino,SMR,1975,19046.0
Somalia,SOM,1975,4257535.0
Serbia,SRB,1975,7368717.0
Sub-Saharan Africa (excluding high income),SSA,1975,305701947.0
South Sudan,SSD,1975,3821494.0
Sub-Saharan Africa,SSF,1975,337484491.0
Small states,SST,1975,11364129.0
Sao Tome and Principe,STP,1975,86708.0
Suriname,SUR,1975,391170.0
Slovak Republic,SVK,1975,4739105.0
Slovenia,SVN,1975,1793581.0
Sweden,SWE,1975,8192437.0
Eswatini,SWZ,1975,507673.0
Sint Maarten (Dutch part),SXM,1975,9094.0
Seychelles,SYC,1975,59292.0
Syrian Arab Republic,SYR,1975,7554364.0
Turks and Caicos Islands,TCA,1975,6463.0
Chad,TCD,1975,4167234.0
East Asia & Pacific (IDA & IBRD countries),TEA,1975,1235222835.0
Europe & Central Asia (IDA & IBRD countries),TEC,1975,371336064.0
Togo,TGO,1975,2574622.0
Thailand,THA,1975,40940005.0
Tajikistan,TJK,1975,3430425.0
Turkmenistan,TKM,1975,2494570.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1975,308171037.0
Timor-Leste,TLS,1975,598158.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1975,228187384.0
Tonga,TON,1975,93017.0
South Asia (IDA & IBRD),TSA,1975,717092514.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1975,337484491.0
Trinidad and Tobago,TTO,1975,1053469.0
Tunisia,TUN,1975,5839262.0
Turkiye,TUR,1975,41053126.0
Tuvalu,TUV,1975,6117.0
Tanzania,TZA,1975,16138361.0
Uganda,UGA,1975,11725240.0
Ukraine,UKR,1975,48865229.0
Upper middle income,UMC,1975,1612227500.0
Uruguay,URY,1975,2872320.0
United States,USA,1975,215973000.0
Uzbekistan,UZB,1975,13598521.0
St. Vincent and the Grenadines,VCT,1975,100387.0
"Venezuela, RB",VEN,1975,13215892.0
British Virgin Islands,VGB,1975,10606.0
Virgin Islands (U.S.),VIR,1975,94484.0
Viet Nam,VNM,1975,46482903.0
Vanuatu,VUT,1975,100269.0
World,WLD,1975,4062070771.0
Samoa,WSM,1975,153344.0
Kosovo,XKX,1975,1397686.0
"Yemen, Rep.",YEM,1975,8133598.0
South Africa,ZAF,1975,25690940.0
Zambia,ZMB,1975,4990086.0
Zimbabwe,ZWE,1975,6098658.0
Aruba,ABW,1976,58368.0
Africa Eastern and Southern,AFE,1976,204802976.0
Afghanistan,AFG,1976,13059851.0
Africa Western and Central,AFW,1976,142337272.0
Angola,AGO,1976,7074664.0
Albania,ALB,1976,2458526.0
Andorra,AND,1976,29436.0
Arab World,ARB,1976,144014135.0
United Arab Emirates,ARE,1976,615866.0
Argentina,ARG,1976,26282283.0
Armenia,ARM,1976,2818165.0
American Samoa,ASM,1976,29959.0
Antigua and Barbuda,ATG,1976,63762.0
Australia,AUS,1976,14033000.0
Austria,AUT,1976,7565525.0
Azerbaijan,AZE,1976,5781000.0
Burundi,BDI,1976,3882626.0
Belgium,BEL,1976,9818227.0
Benin,BEN,1976,3532196.0
Burkina Faso,BFA,1976,6280635.0
Bangladesh,BGD,1976,79855318.0
Bulgaria,BGR,1976,8758599.0
Bahrain,BHR,1976,297863.0
"Bahamas, The",BHS,1976,214501.0
Bosnia and Herzegovina,BIH,1976,4004552.0
Belarus,BLR,1976,9411000.0
Belize,BLZ,1976,133099.0
Bermuda,BMU,1976,53210.0
Bolivia,BOL,1976,5256496.0
Brazil,BRA,1976,110213349.0
Barbados,BRB,1976,251442.0
Brunei Darussalam,BRN,1976,163607.0
Bhutan,BTN,1976,378490.0
Botswana,BWA,1976,758508.0
Central African Republic,CAF,1976,2348566.0
Canada,CAN,1976,23449808.0
Central Europe and the Baltics,CEB,1976,103776068.0
Switzerland,CHE,1976,6302504.0
Channel Islands,CHI,1976,129391.0
Chile,CHL,1976,10838251.0
China,CHN,1976,930685000.0
Cote d'Ivoire,CIV,1976,7057958.0
Cameroon,CMR,1976,7597962.0
"Congo, Dem. Rep.",COD,1976,23624031.0
"Congo, Rep.",COG,1976,1667225.0
Colombia,COL,1976,23858810.0
Comoros,COM,1976,297538.0
Cabo Verde,CPV,1976,309455.0
Costa Rica,CRI,1976,2147774.0
Caribbean small states,CSS,1976,3296410.0
Cuba,CUB,1976,9571242.0
Curacao,CUW,1976,149399.0
Cayman Islands,CYM,1976,14454.0
Cyprus,CYP,1976,662032.0
Czechia,CZE,1976,10125939.0
Germany,DEU,1976,78336950.0
Djibouti,DJI,1976,230737.0
Dominica,DMA,1976,72017.0
Denmark,DNK,1976,5072596.0
Dominican Republic,DOM,1976,5180404.0
Algeria,DZA,1976,16409170.0
East Asia & Pacific (excluding high income),EAP,1976,1273922384.0
Early-demographic dividend,EAR,1976,1442753987.0
East Asia & Pacific,EAS,1976,1463747757.0
Europe & Central Asia (excluding high income),ECA,1976,171119860.0
Europe & Central Asia,ECS,1976,773619713.0
Ecuador,ECU,1976,7320912.0
"Egypt, Arab Rep.",EGY,1976,39795557.0
Euro area,EMU,1976,301804324.0
Eritrea,ERI,1976,1443807.0
Spain,ESP,1976,36137812.0
Estonia,EST,1976,1439576.0
Ethiopia,ETH,1976,32534418.0
European Union,EUU,1976,400490355.0
Fragile and conflict affected situations,FCS,1976,352018011.0
Finland,FIN,1976,4725664.0
Fiji,FJI,1976,585534.0
France,FRA,1976,54232383.0
Faroe Islands,FRO,1976,41020.0
"Micronesia, Fed. Sts.",FSM,1976,69049.0
Gabon,GAB,1976,677628.0
United Kingdom,GBR,1976,56211968.0
Georgia,GEO,1976,4342400.0
Ghana,GHA,1976,10594913.0
Gibraltar,GIB,1976,28134.0
Guinea,GIN,1976,4727022.0
"Gambia, The",GMB,1976,625667.0
Guinea-Bissau,GNB,1976,694191.0
Equatorial Guinea,GNQ,1976,281031.0
Greece,GRC,1976,9188150.0
Grenada,GRD,1976,97632.0
Greenland,GRL,1976,49700.0
Guatemala,GTM,1976,6262404.0
Guam,GUM,1976,101166.0
Guyana,GUY,1976,752253.0
High income,HIC,1976,1069129380.0
"Hong Kong SAR, China",HKG,1976,4518000.0
Honduras,HND,1976,3294457.0
Heavily indebted poor countries (HIPC),HPC,1976,249034009.0
Croatia,HRV,1976,4535934.0
Haiti,HTI,1976,5198357.0
Hungary,HUN,1976,10598677.0
IBRD only,IBD,1976,2664387118.0
IDA & IBRD total,IBT,1976,3264075702.0
IDA total,IDA,1976,599688584.0
IDA blend,IDB,1976,193252681.0
Indonesia,IDN,1976,135173655.0
IDA only,IDX,1976,406435903.0
Isle of Man,IMN,1976,60750.0
India,IND,1976,625861883.0
Ireland,IRL,1976,3238050.0
"Iran, Islamic Rep.",IRN,1976,34837271.0
Iraq,IRQ,1976,11927651.0
Iceland,ISL,1976,220154.0
Israel,ISR,1976,3533000.0
Italy,ITA,1976,55718260.0
Jamaica,JAM,1976,2045578.0
Jordan,JOR,1976,1958177.0
Japan,JPN,1976,112775000.0
Kazakhstan,KAZ,1976,13998738.0
Kenya,KEN,1976,13957623.0
Kyrgyz Republic,KGZ,1976,3358700.0
Cambodia,KHM,1976,6134991.0
Kiribati,KIR,1976,60661.0
St. Kitts and Nevis,KNA,1976,43482.0
"Korea, Rep.",KOR,1976,35848523.0
Kuwait,KWT,1976,1178711.0
Latin America & Caribbean (excluding high income),LAC,1976,291624269.0
Lao PDR,LAO,1976,3064876.0
Lebanon,LBN,1976,2726469.0
Liberia,LBR,1976,1717060.0
Libya,LBY,1976,2721237.0
St. Lucia,LCA,1976,112425.0
Latin America & Caribbean,LCN,1976,328673285.0
Least developed countries: UN classification,LDC,1976,365558134.0
Low income,LIC,1976,172393281.0
Liechtenstein,LIE,1976,24058.0
Sri Lanka,LKA,1976,13796770.0
Lower middle income,LMC,1976,1205621573.0
Low & middle income,LMY,1976,3020488457.0
Lesotho,LSO,1976,1253214.0
Late-demographic dividend,LTE,1976,1502269051.0
Lithuania,LTU,1976,3328664.0
Luxembourg,LUX,1976,360731.0
Latvia,LVA,1976,2470989.0
"Macao SAR, China",MAC,1976,235600.0
St. Martin (French part),MAF,1976,7303.0
Morocco,MAR,1976,17574182.0
Monaco,MCO,1976,25895.0
Moldova,MDA,1976,2596491.0
Madagascar,MDG,1976,7976831.0
Maldives,MDV,1976,147525.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1976,246821883.0
Mexico,MEX,1976,60645512.0
Marshall Islands,MHL,1976,27021.0
Middle income,MIC,1976,2848095176.0
North Macedonia,MKD,1976,1825830.0
Mali,MLI,1976,6960979.0
Malta,MLT,1976,305774.0
Myanmar,MMR,1976,30758811.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1976,235058983.0
Montenegro,MNE,1976,552562.0
Mongolia,MNG,1976,1531945.0
Northern Mariana Islands,MNP,1976,15438.0
Mozambique,MOZ,1976,9867209.0
Mauritania,MRT,1976,1315336.0
Mauritius,MUS,1976,906507.0
Malawi,MWI,1976,5443384.0
Malaysia,MYS,1976,11750097.0
North America,NAC,1976,241538018.0
Namibia,NAM,1976,906566.0
New Caledonia,NCL,1976,142091.0
Niger,NER,1976,5464962.0
Nigeria,NGA,1976,65258009.0
Nicaragua,NIC,1976,2903851.0
Netherlands,NLD,1976,13774037.0
Norway,NOR,1976,4026152.0
Nepal,NPL,1976,14177649.0
Nauru,NRU,1976,7064.0
New Zealand,NZL,1976,3110500.0
OECD members,OED,1976,981612322.0
Oman,OMN,1976,814701.0
Other small states,OSS,1976,6913443.0
Pakistan,PAK,1976,71620254.0
Panama,PAN,1976,1776935.0
Peru,PER,1976,15716809.0
Philippines,PHL,1976,43201488.0
Palau,PLW,1976,12598.0
Papua New Guinea,PNG,1976,2877327.0
Poland,POL,1976,34356300.0
Pre-demographic dividend,PRE,1976,286692896.0
Puerto Rico (US),PRI,1976,3043854.0
"Korea, Dem. People's Rep.",PRK,1976,17243450.0
Portugal,PRT,1976,9355810.0
Paraguay,PRY,1976,2758836.0
West Bank and Gaza,PSE,1976,
Pacific island small states,PSS,1976,1331351.0
Post-demographic dividend,PST,1976,885244462.0
French Polynesia,PYF,1976,138114.0
Qatar,QAT,1976,209052.0
Romania,ROU,1976,21551634.0
Russian Federation,RUS,1976,135147000.0
Rwanda,RWA,1976,4745954.0
South Asia,SAS,1976,734217635.0
Saudi Arabia,SAU,1976,4807933.0
Sudan,SDN,1976,14569716.0
